lap_id,turn_number,flat_out,position_entry,position_exit,braking_start_dist,braking_start_speed,braking_start_gear,time_at_braking_ms,gap_behind_at_entry,gap_ahead_at_entry,entry_dist,entry_speed,entry_gear,time_at_entry_ms,apex_dist,apex_speed,apex_gear,time_at_apex_ms,exit_dist,exit_speed,exit_gear,time_at_exit_ms,gap_behind_at_exit,gap_ahead_at_exit,throttle_committed_dist,throttle_committed_speed,throttle_committed_gear,time_at_throttle_committed_ms,time_in_turn_ms,max_brake_before_apex,max_throttle_after_apex,battery_deployed_prev_straight,battery_overtake_deployed_prev_straight,battery_boost_deployed_prev_straight,battery_recharged_prev_straight,lockups,spins,lockups_front_minor,lockups_front_medium,lockups_front_severe,lockups_rear_minor,lockups_rear_medium,lockups_rear_severe,spins_minor,spins_medium,spins_severe,in_traffic,collision_events,corner_cutting_events,time_penalties_received_sec,retried_with_flashback,tyre_temps_entry,tyre_temps_apex,tyre_temps_exit,tyre_carcass_temps,brake_bias,differential,off_throttle_diff,engine_braking,turn_series_distances,turn_series_times,turn_positions,turn_speeds,turn_brakes,turn_throttles,turn_gears,turn_wheel_angles,turn_slip_ratios,turn_yaw_rates,turn_longitudinal_g,version
AbuDhabi_Race_Feb04_001_L3,14,False,1,1,0.0,0.0,0,0,6.7,0.0,4559.29,141,3,75620,4636.65,131,3,77504,4746.99,211,5,79938,6.75,0.0,4649.19,134,3,77854,4318,0,100,0.0,0.0,0.0,2.7,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,76|93|77|79,73|108|74|83,63|86|76|82,90|94|94|96,58,30,55,50,4559|4568|4578|4588|4598|4608|4618|4627|4637|4647|4657|4667|4677|4687|4697|4707|4716|4726|4736|4746,75620|75870|76121|76354|76587|76787|77021|77287|77571|77838|78104|78338|78588|78804|79004|79221|79388|79588|79755|79938,-348.0;221.8|-339.2;217.1|-330.4;210.7|-323.5;204.0|-317.8;196.5|-314.0;190.3|-310.2;182.0|-307.2;171.8|-306.1;161.4|-306.7;152.2|-308.9;141.6|-311.5;132.5|-314.6;122.9|-318.1;113.7|-322.2;104.1|-326.4;95.0|-330.7;86.4|-335.5;77.7|-340.7;68.8|-345.8;60.6,141|146|148|147|144|141|138|134|131|134|141|150|159|168|177|184|191|199|205|211,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,72|68|57|36|26|25|27|27|53|63|89|97|100|100|100|100|100|100|100|100,3|3|3|3|3|3|3|3|3|3|3|3|3|4|4|4|4|5|5|5,-0.0452|-0.0683|-0.0840|-0.1041|-0.1068|-0.1183|-0.1272|-0.1402|-0.1077|-0.0451|-0.0212|-0.0160|-0.0141|-0.0122|-0.0125|-0.0140|-0.0125|-0.0095|-0.0080|-0.0070,0.049;0.024;-0.001;-0.001|0.057;0.022;-0.003;-0.000|0.049;0.017;-0.001;-0.000|0.024;0.006;0.002;0.000|0.017;0.003;0.001;0.000|0.023;0.005;0.005;0.000|0.021;0.005;0.004;0.000|0.019;0.004;0.004;0.000|0.061;0.019;-0.001;-0.000|0.058;0.024;-0.005;-0.000|0.055;0.035;-0.002;-0.001|0.055;0.040;-0.001;-0.001|0.052;0.039;-0.002;-0.001|0.044;0.043;-0.001;-0.001|0.036;0.036;-0.001;-0.001|0.050;0.045;-0.001;-0.001|0.049;0.041;-0.001;-0.001|0.053;0.044;-0.001;-0.001|0.038;0.033;-0.001;-0.001|0.036;0.031;-0.001;-0.001,-0.086|-0.010|0.004|0.014|-0.035|-0.044|-0.034|0.005|-0.003|0.032|0.003|0.001|0.011|0.073|0.057|0.020|-0.006|-0.027|-0.071|0.012,0.58|0.42|0.18|-0.22|-0.32|-0.31|-0.32|-0.31|0.22|0.50|1.04|1.10|1.09|1.03|1.03|1.17|1.10|1.32|1.04|0.98,0.2.9-dev
AbuDhabi_Race_Feb04_001_L3,15,True,1,1,0.0,0.0,0,0,6.717,0.0,4779.46,229,5,80471,4891.32,240,6,82138,5005.27,250,7,83805,6.816,0.0,4893.67,240,6,82172,3334,0,100,8.0,6.5,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,61|81|75|80,99|81|95|86,112|78|102|87,90|94|94|96,58,30,55,50,4779|4790|4802|4814|4826|4838|4850|4862|4874|4886|4898|4909|4921|4933|4945|4957|4969|4981|4993|5005,80471|80638|80822|81022|81205|81355|81555|81722|81922|82088|82238|82405|82589|82739|82922|83122|83305|83489|83639|83805,-363.9;33.3|-370.7;23.6|-377.6;13.8|-384.4;3.5|-390.4;-7.4|-394.9;-17.7|-399.0;-30.6|-401.3;-41.6|-402.6;-53.8|-402.9;-65.0|-402.1;-76.1|-400.2;-87.0|-397.2;-97.7|-393.2;-108.1|-387.9;-119.0|-381.5;-129.5|-374.2;-139.4|-366.0;-148.8|-358.2;-157.0|-350.2;-165.3,229|234|239|242|243|243|242|242|241|241|240|239|239|239|240|241|242|244|247|250,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100,5|5|6|6|6|6|6|6|6|6|6|6|6|6|6|7|7|7|7|7,-0.0027|-0.0006|0.0196|0.0454|0.0669|0.0794|0.0916|0.0971|0.1086|0.1060|0.0885|0.0776|0.0849|0.0788|0.0666|0.0533|0.0312|0.0072|0.0038|-0.0027,0.028;0.026;-0.001;-0.001|0.026;0.025;-0.001;-0.001|0.020;0.024;-0.001;-0.000|0.019;0.032;-0.001;-0.000|0.020;0.041;-0.000;-0.000|0.024;0.052;-0.000;0.000|0.025;0.054;-0.000;0.000|0.028;0.058;-0.000;0.000|0.029;0.060;-0.000;0.000|0.026;0.055;-0.000;0.000|0.021;0.046;-0.000;-0.000|0.024;0.051;-0.000;-0.000|0.025;0.052;-0.000;-0.001|0.024;0.048;-0.000;-0.001|0.026;0.046;-0.001;-0.001|0.017;0.034;-0.000;-0.001|0.021;0.037;-0.000;-0.001|0.019;0.025;-0.000;-0.001|0.018;0.019;-0.001;-0.000|0.019;0.019;-0.000;-0.000,0.003|-0.001|0.056|0.020|0.004|0.006|-0.009|0.002|0.016|0.020|0.002|0.002|-0.029|0.008|-0.067|0.026|-0.023|0.017|0.008|0.014,0.87|0.82|0.58|0.42|0.24|0.15|0.09|0.10|0.16|0.15|0.12|0.14|0.20|0.27|0.30|0.27|0.37|0.48|0.51|0.49,0.2.9-dev
AbuDhabi_Race_Feb04_001_L3,16,False,1,1,5020.48,253,7,84022,6.883,0.0,5023.99,251,7,84072,5131.12,113,3,86339,5214.64,165,4,88673,6.817,0.0,5171.83,128,3,87590,4651,94,100,2.1,0.0,0.0,0.2,1,0,0,1,0,0,0,0,0,0,0,False,0,0,0,False,108|76|100|85,110|81|93|77,93|71|87|76,91|94|95|96,58,30,55,50,5020|5033|5043|5053|5063|5073|5083|5093|5103|5113|5123|5133|5143|5153|5163|5173|5183|5194|5204|5214,84072|84239|84389|84539|84739|84956|85156|85389|85656|85906|86173|86423|86723|87073|87373|87673|87923|88206|88440|88673,-337.1;-178.7|-329.1;-186.7|-322.3;-193.2|-315.8;-199.1|-307.4;-206.0|-299.2;-212.0|-290.5;-217.2|-281.3;-221.3|-271.9;-224.3|-262.5;-225.6|-254.3;-225.2|-246.2;-222.9|-237.8;-218.6|-229.4;-211.8|-222.2;-203.9|-216.6;-195.6|-212.0;-186.9|-207.7;-177.4|-203.8;-168.4|-199.7;-158.9,251|235|217|202|189|176|162|148|134|122|115|113|114|119|124|129|136|146|155|165,35|91|85|58|47|45|40|34|25|13|2|0|0|0|0|0|0|0|0|0,29|3|0|0|0|0|0|0|0|0|21|38|52|60|61|66|75|93|100|100,7|7|7|7|6|5|4|4|4|4|3|3|3|3|3|3|3|3|3|4,0.0093|0.0104|0.0169|0.0224|0.0321|0.0511|0.0732|0.1024|0.1415|0.1456|0.1425|0.1087|0.0756|0.0703|0.0554|0.0367|0.0220|0.0042|-0.0013|-0.0010,-0.008;-0.008;-0.011;-0.011|-0.032;-0.035;-0.026;-0.032|-0.044;-0.047;-0.029;-0.063|-0.027;-0.030;-0.018;-0.036|-0.023;-0.023;-0.014;-0.040|-0.021;-0.021;-0.014;-0.092|-0.044;-0.053;-0.015;-0.107|-0.024;-0.025;-0.017;-0.242|-0.022;-0.021;-0.016;-0.226|-0.014;-0.002;-0.006;-0.041|-0.000;0.017;-0.001;-0.004|0.012;0.059;0.000;0.000|0.016;0.052;-0.000;-0.001|0.019;0.048;-0.000;-0.001|0.023;0.061;-0.001;-0.002|0.026;0.066;-0.001;-0.002|0.024;0.039;-0.001;-0.001|0.049;0.028;-0.000;-0.001|0.060;0.045;-0.001;-0.001|0.042;0.051;-0.001;-0.001,0.021|0.142|-0.027|-0.011|-0.070|-0.033|-0.010|-0.024|-0.030|0.092|0.071|-0.003|0.018|-0.024|-0.014|0.096|0.007|0.128|-0.034|-0.058,-1.37|-3.48|-3.21|-2.38|-1.94|-1.81|-1.88|-1.57|-1.46|-1.07|-0.46|0.01|0.31|0.46|0.54|0.79|0.79|0.96|1.18|1.14,0.2.9-dev
AbuDhabi_Race_Feb04_001_L4,1,False,1,1,286.1,284,7,3983,7.133,0.0,300.33,271,7,4166,425.4,144,4,6583,517.16,200,5,8600,6.916,0.0,438.41,146,4,6916,4617,100,100,6.9,6.9,0.0,5.7,1,0,1,0,0,0,0,0,0,0,0,False,0,0,0,False,56|51|66|63,72|84|68|79,65|81|72|81,92|93|95|96,58,30,55,50,286|310|322|333|345|356|367|379|390|402|413|425|436|447|459|470|482|493|504|517,4166|4300|4483|4683|4900|5116|5350|5650|5883|6116|6333|6583|6866|7166|7450|7700|7933|8183|8400|8600,-46.4;173.9|-41.9;183.8|-36.7;194.8|-31.8;204.5|-26.2;214.8|-19.9;224.4|-13.0;232.8|-3.7;241.3|5.5;247.3|14.5;251.4|23.1;253.9|33.2;255.4|43.9;255.1|55.9;252.7|67.1;248.5|77.6;243.1|87.0;237.5|96.9;231.5|107.2;225.0|116.4;219.1,271|251|226|204|185|171|163|158|155|151|147|144|145|149|154|164|173|183|193|200,91|100|100|81|53|21|9|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|7|28|21|30|42|53|62|73|87|100|100|100|100|100,7|7|7|7|6|6|5|4|4|4|4|4|4|4|4|4|4|4|5|5,-0.0080|-0.0079|-0.0125|-0.0251|-0.0398|-0.0656|-0.0637|-0.0615|-0.0916|-0.1011|-0.0996|-0.1044|-0.0887|-0.0665|-0.0321|-0.0073|-0.0055|-0.0026|-0.0020|0.0012,-0.031;-0.029;-0.030;-0.029|-0.042;-0.040;-0.049;-0.038|-0.054;-0.047;-0.116;-0.063|-0.048;-0.048;-0.195;-0.023|-0.026;-0.025;-0.226;-0.017|-0.010;-0.014;-0.035;-0.007|-0.002;-0.009;-0.020;-0.003|0.011;0.003;-0.002;-0.000|0.010;0.000;0.000;-0.000|0.035;0.007;0.002;0.001|0.064;0.020;0.006;0.001|0.056;0.020;-0.000;-0.000|0.048;0.018;-0.001;-0.000|0.065;0.027;-0.003;-0.000|0.063;0.032;-0.002;-0.001|0.059;0.038;-0.001;-0.001|0.055;0.047;-0.001;-0.001|0.042;0.045;-0.001;-0.001|0.038;0.044;-0.001;-0.001|0.033;0.042;-0.001;-0.001,0.044|0.050|0.008|0.015|-0.075|-0.007|-0.016|0.015|0.019|-0.003|-0.066|0.002|0.019|0.001|0.000|-0.026|-0.009|-0.042|0.023|0.081,-3.50|-3.89|-3.77|-3.20|-2.21|-1.22|-0.82|-0.20|-0.39|-0.22|-0.17|0.04|0.28|0.50|0.80|1.16|1.28|1.25|1.06|1.06,0.2.9-dev
AbuDhabi_Race_Feb04_001_L4,2,True,1,1,0.0,0.0,0,0,6.934,0.0,580.69,232,6,9666,660.87,236,6,10850,716.23,242,6,11666,6.967,0.0,700.64,238,6,11449,2000,0,100,6.0,5.9,0.0,2.7,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,60|73|70|78,67|98|77|93,68|102|79|98,91|93|95|96,58,30,55,50,580|586|594|601|608|615|622|629|636|644|651|658|665|672|679|687|694|701|708|716,9666|9766|9883|9966|10100|10216|10300|10416|10516|10616|10716|10816|10916|11050|11133|11233|11366|11466|11566|11666,169.9;184.7|175.2;181.1|181.5;176.6|186.7;172.6|192.5;167.5|198.0;162.1|202.5;157.2|207.3;151.2|211.1;145.7|214.6;140.1|217.7;134.3|220.5;128.4|222.9;122.3|225.3;115.0|227.0;108.7|228.3;102.3|229.6;94.7|230.4;87.0|231.0;80.4|231.3;73.7,232|234|237|238|238|239|239|238|238|237|237|236|236|235|236|236|237|239|240|242,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100,6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6,-0.0150|-0.0253|-0.0364|-0.0440|-0.0512|-0.0604|-0.0646|-0.0656|-0.0704|-0.0705|-0.0717|-0.0722|-0.0649|-0.0499|-0.0443|-0.0398|-0.0312|-0.0192|-0.0137|-0.0095,0.026;0.022;-0.001;-0.001|0.028;0.022;-0.001;-0.001|0.030;0.019;-0.001;-0.001|0.033;0.018;-0.000;-0.000|0.037;0.019;-0.000;-0.000|0.041;0.020;-0.000;-0.000|0.046;0.021;0.000;-0.000|0.045;0.020;0.000;-0.000|0.051;0.022;0.000;-0.000|0.048;0.022;0.000;-0.000|0.050;0.023;0.000;-0.000|0.055;0.025;0.000;-0.000|0.048;0.021;-0.000;-0.000|0.050;0.023;-0.001;-0.000|0.053;0.026;-0.001;-0.000|0.044;0.024;-0.002;-0.000|0.035;0.021;-0.001;-0.000|0.029;0.019;-0.001;-0.000|0.026;0.019;-0.001;-0.000|0.023;0.018;-0.001;-0.000,0.058|-0.002|-0.002|0.017|-0.007|-0.028|-0.009|-0.005|-0.019|-0.007|0.003|-0.033|-0.019|-0.041|-0.070|-0.016|-0.005|-0.001|-0.025|-0.008,0.69|0.58|0.54|0.34|0.24|0.20|0.17|0.09|0.08|0.08|0.11|0.10|0.15|0.20|0.27|0.33|0.41|0.44|0.46|0.48,0.2.9-dev
AbuDhabi_Race_Feb04_001_L4,3,True,1,1,0.0,0.0,0,0,6.967,0.0,724.12,244,6,11799,847.59,250,6,13516,999.12,263,7,15616,7.016,0.0,839.1,251,6,13383,3817,0,100,0.0,0.0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,67|101|79|97,95|92|94|93,101|83|98|88,91|94|95|96,58,30,55,50,724|738|752|767|781|796|810|825|839|854|868|883|897|912|926|941|955|969|984|999,11799|12016|12233|12416|12616|12816|12999|13199|13399|13616|13816|13999|14216|14416|14599|14833|15016|15216|15416|15616,231.5;65.8|231.7;51.0|232.1;34.8|233.2;22.1|235.5;8.2|239.2;-5.4|243.7;-17.5|250.0;-30.0|257.4;-41.8|266.0;-52.8|275.8;-62.7|286.5;-71.5|298.1;-79.2|310.3;-85.9|323.2;-91.5|337.7;-96.4|351.5;-99.8|365.6;-102.3|379.9;-103.9|394.4;-104.8,244|247|251|252|253|253|253|251|251|250|250|250|250|251|253|255|256|258|261|263,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100,6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|7|7,-0.0069|0.0089|0.0329|0.0406|0.0455|0.0576|0.0648|0.0708|0.0722|0.0629|0.0603|0.0524|0.0475|0.0395|0.0334|0.0285|0.0285|0.0258|0.0096|0.0009,0.022;0.019;-0.001;-0.000|0.018;0.019;-0.001;-0.000|0.017;0.025;-0.000;-0.000|0.017;0.029;-0.000;-0.000|0.017;0.031;-0.000;-0.000|0.017;0.032;-0.000;-0.000|0.020;0.045;-0.000;0.000|0.024;0.050;-0.000;0.000|0.021;0.043;-0.000;-0.000|0.017;0.035;-0.000;-0.000|0.019;0.038;-0.000;-0.000|0.019;0.037;-0.000;-0.001|0.019;0.034;-0.000;-0.001|0.018;0.031;-0.000;-0.001|0.016;0.026;-0.000;-0.001|0.017;0.026;-0.000;-0.000|0.017;0.026;-0.000;-0.001|0.017;0.027;-0.000;-0.001|0.016;0.021;-0.000;-0.001|0.018;0.017;-0.000;-0.000,-0.025|0.003|0.007|0.007|-0.001|0.016|-0.022|-0.021|-0.042|-0.010|0.007|-0.009|-0.024|-0.023|0.005|-0.011|-0.047|-0.048|-0.017|-0.045,0.48|0.46|0.37|0.27|0.22|0.15|0.09|0.07|0.12|0.12|0.15|0.21|0.27|0.31|0.32|0.33|0.33|0.33|0.39|0.39,0.2.9-dev
AbuDhabi_Race_Feb04_001_L4,4,True,1,1,0.0,0.0,0,0,7.016,0.0,1002.87,264,7,15666,1053.59,272,7,16349,1151.37,284,7,17599,6.983,0.0,1035.7,270,7,16099,1933,0,100,0.0,0.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,100|83|97|88,91|78|91|84,79|70|80|78,92|94|96|97,58,30,55,50,1002|1010|1018|1026|1034|1041|1049|1057|1065|1073|1080|1088|1096|1104|1112|1119|1127|1135|1143|1151,15666|15783|15883|15983|16083|16183|16283|16399|16516|16599|16699|16816|16916|17016|17099|17183|17283|17399|17499|17599,398.1;-105.1|406.7;-105.5|414.1;-106.0|421.5;-106.5|429.0;-107.1|436.4;-107.9|443.9;-108.9|451.4;-110.0|460.1;-111.5|467.6;-113.1|475.0;-114.7|482.5;-116.6|489.9;-118.6|497.4;-120.7|504.8;-123.0|511.0;-125.0|518.4;-127.5|525.8;-130.1|533.1;-132.7|540.5;-135.5,264|266|267|268|269|270|271|272|274|275|276|277|277|278|279|280|281|282|283|284,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,-0.0023|-0.0074|-0.0075|-0.0097|-0.0145|-0.0142|-0.0141|-0.0136|-0.0128|-0.0125|-0.0114|-0.0107|-0.0104|-0.0085|-0.0076|-0.0073|-0.0072|-0.0062|-0.0039|-0.0046,0.019;0.018;-0.000;-0.000|0.018;0.015;-0.000;-0.000|0.016;0.016;-0.002;-0.000|0.017;0.015;-0.000;-0.000|0.021;0.015;-0.000;-0.000|0.020;0.015;-0.000;-0.000|0.022;0.016;-0.000;-0.000|0.018;0.014;-0.000;-0.000|0.019;0.015;-0.000;-0.000|0.018;0.015;-0.000;-0.000|0.018;0.015;-0.000;-0.000|0.017;0.014;-0.000;-0.000|0.017;0.014;-0.000;-0.000|0.016;0.014;-0.000;-0.000|0.016;0.014;-0.000;-0.000|0.016;0.014;-0.000;-0.000|0.016;0.014;-0.000;-0.000|0.016;0.014;-0.000;-0.000|0.015;0.014;-0.000;-0.000|0.015;0.014;-0.000;-0.000,0.001|-0.011|-0.222|0.081|-0.007|-0.002|-0.021|-0.025|-0.010|0.015|-0.005|0.020|0.021|0.039|0.022|0.008|0.002|0.028|0.033|0.015,0.39|0.39|0.37|0.39|0.32|0.33|0.31|0.31|0.31|0.31|0.29|0.30|0.29|0.29|0.28|0.28|0.27|0.27|0.26|0.25,0.2.9-dev
AbuDhabi_Race_Feb04_001_L4,5,False,1,1,1310.42,295,8,19558,6.983,0.0,1314.5,293,8,19625,1470.82,98,2,22908,1580.84,183,4,25991,6.967,0.0,1511.19,113,2,24258,6433,100,100,0.1,0.0,0.0,7.3,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,64|59|68|68,73|78|67|75,64|73|73|79,93|94|96|97,58,30,55,50,1310|1327|1341|1355|1369|1383|1397|1412|1426|1440|1454|1468|1482|1496|1510|1524|1538|1552|1566|1580,19625|19775|19975|20208|20458|20725|21041|21391|21741|22108|22475|22841|23258|23725|24241|24675|25058|25391|25725|25991,690.7;-199.4|702.8;-204.9|716.0;-211.1|728.6;-217.4|741.2;-224.4|752.7;-232.0|764.4;-241.7|773.4;-251.5|780.1;-261.8|784.4;-272.7|785.4;-283.0|783.8;-292.6|778.5;-302.7|768.7;-311.9|755.2;-318.0|740.6;-320.6|726.4;-321.4|712.7;-320.9|698.4;-319.8|684.5;-318.5,293|276|248|220|196|175|153|134|118|103|101|99|98|103|112|125|141|155|169|183,25|100|100|93|61|53|48|36|32|6|0|0|0|0|0|0|0|0|0|0,27|0|0|0|0|0|0|0|0|12|30|27|38|51|64|81|97|100|100|100,8|8|8|8|6|6|4|3|2|2|2|2|2|2|2|2|3|3|4|4,-0.0030|-0.0052|-0.0104|-0.0169|-0.0253|-0.0336|-0.0398|-0.0609|-0.0684|-0.1027|-0.1257|-0.1460|-0.1243|-0.0873|-0.0587|-0.0291|-0.0160|-0.0065|-0.0037|0.0027,-0.005;-0.005;-0.007;-0.006|-0.030;-0.029;-0.030;-0.027|-0.038;-0.036;-0.042;-0.031|-0.039;-0.033;-0.086;-0.031|-0.034;-0.029;-0.045;-0.019|-0.013;-0.012;-0.058;-0.017|0.007;0.003;-0.088;-0.019|0.027;0.011;-0.066;-0.015|0.018;-0.001;-0.088;-0.015|0.006;-0.005;-0.011;-0.002|0.094;0.012;0.001;0.000|0.026;0.006;0.001;-0.000|0.056;0.013;-0.001;-0.000|0.079;0.024;-0.002;-0.000|0.077;0.029;-0.003;-0.001|0.045;0.036;-0.002;-0.001|0.125;0.081;-0.002;-0.001|0.052;0.054;-0.001;-0.001|0.029;0.026;-0.001;-0.001|0.040;0.040;-0.001;-0.001,-0.016|0.054|0.012|0.001|-0.008|0.009|-0.039|-0.035|-0.033|-0.009|0.106|0.066|-0.018|0.025|0.019|-0.001|-0.013|-0.025|-0.013|-0.043,-1.33|-4.04|-3.84|-3.50|-2.45|-1.89|-1.13|-0.72|-0.55|-0.50|-0.11|-0.13|0.11|0.43|0.70|1.02|1.55|0.92|1.11|1.28,0.2.9-dev
AbuDhabi_Race_Feb04_001_L4,6,False,1,1,2515.76,310,8,37908,7.317,0.0,2531.35,299,8,38108,2657.92,81,2,41174,2697.65,91,2,42608,7.333,0.0,0.0,0.0,0,0,4700,100,58,16.1,16.0,0.0,14.8,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,45|46|55|55,60|63|61|64,60|67|63|67,91|93|95|97,58,30,55,50,2515|2539|2548|2556|2565|2574|2583|2592|2600|2609|2618|2627|2635|2644|2653|2662|2671|2679|2688|2697,38108|38191|38324|38458|38574|38724|38874|39041|39224|39408|39658|39924|40241|40641|41041|41291|41491|41841|42241|42608,-265.2;-306.1|-273.4;-306.1|-282.3;-306.1|-292.0;-306.1|-299.9;-306.0|-309.3;-306.0|-317.9;-305.9|-326.7;-305.8|-335.3;-305.7|-343.8;-305.5|-352.4;-305.3|-361.5;-304.8|-370.1;-303.4|-378.8;-300.3|-386.4;-294.7|-389.7;-290.5|-391.7;-286.5|-393.7;-278.8|-393.4;-269.1|-390.8;-260.9,299|285|269|251|235|217|198|179|160|143|124|106|92|83|82|81|81|82|85|91,82|100|100|100|100|100|98|93|77|71|62|48|29|4|0|0|0|0|0|0,15|1|0|0|0|0|0|0|0|0|0|0|0|17|28|25|25|36|47|59,8|8|8|8|8|7|7|6|5|4|4|3|2|2|2|2|2|2|2|2,-0.0019|-0.0026|-0.0011|-0.0007|-0.0005|-0.0004|-0.0010|-0.0018|-0.0019|-0.0038|-0.0106|-0.0439|-0.0659|-0.1260|-0.1427|-0.1350|-0.1112|-0.1259|-0.1039|-0.0487,-0.021;-0.021;-0.022;-0.022|-0.032;-0.031;-0.031;-0.029|-0.035;-0.034;-0.034;-0.032|-0.040;-0.038;-0.037;-0.038|-0.041;-0.041;-0.040;-0.038|-0.044;-0.046;-0.050;-0.046|-0.068;-0.067;-0.061;-0.053|-0.067;-0.066;-0.062;-0.050|-0.055;-0.055;-0.043;-0.035|-0.024;-0.024;-0.050;-0.040|-0.055;-0.051;-0.037;-0.026|-0.035;-0.034;-0.037;-0.019|-0.016;-0.020;-0.026;-0.011|0.015;-0.001;-0.006;-0.002|0.072;0.007;0.000;-0.000|0.153;0.020;0.002;0.000|0.082;0.010;-0.005;0.003|0.043;0.009;-0.000;-0.000|0.097;0.020;-0.001;-0.000|0.081;0.028;-0.001;-0.001,0.016|-0.001|0.002|0.014|0.003|0.011|0.006|0.006|0.002|-0.014|-0.002|-0.011|-0.003|0.012|0.042|-0.189|-0.372|-0.032|-0.014|0.014,-3.19|-3.96|-3.90|-3.81|-3.74|-3.61|-3.55|-3.25|-2.79|-1.74|-2.17|-1.70|-1.10|-0.25|-0.08|-0.07|-0.02|0.11|0.34|0.64,0.2.9-dev
AbuDhabi_Race_Feb04_001_L4,7,False,1,1,0.0,0.0,0,0,7.333,0.0,2698.5,92,2,42641,2741.07,85,2,44041,2766.48,96,2,45141,7.334,0.0,2761.39,89,2,44941,2500,0,82,0.0,0.0,0.0,1.1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,60|67|63|67,71|66|67|67,71|65|70|67,90|92|95|96,58,30,55,50,2698|2701|2705|2709|2712|2716|2719|2723|2727|2730|2734|2737|2741|2744|2748|2752|2755|2759|2762|2766,42641|42758|42908|43041|43141|43258|43374|43491|43558|43641|43758|43891|44058|44241|44408|44558|44708|44874|45008|45141,-390.5;-260.2|-389.0;-257.0|-387.4;-253.7|-385.8;-250.3|-384.5;-247.3|-383.5;-244.2|-382.8;-241.1|-382.4;-238.4|-382.3;-236.3|-382.3;-234.1|-382.5;-231.2|-383.0;-228.0|-384.2;-224.2|-386.0;-220.3|-387.9;-217.3|-390.3;-214.3|-392.8;-211.8|-395.7;-209.6|-398.7;-207.5|-401.6;-205.6,92|96|99|102|101|99|97|94|93|91|88|86|85|84|84|84|84|87|91|96,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,59|60|60|29|10|6|3|2|2|3|10|20|25|25|26|33|43|57|73|82,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,-0.0416|-0.0237|0.0085|0.0723|0.1358|0.1852|0.2050|0.1951|0.1991|0.2018|0.1962|0.1956|0.1847|0.1644|0.1314|0.0950|0.0564|0.0203|0.0168|0.0109,0.078;0.029;-0.001;-0.001|0.034;0.026;-0.001;-0.001|0.026;0.029;-0.001;-0.001|0.006;0.015;-0.001;0.000|-0.002;0.012;0.000;0.002|-0.005;0.025;0.000;0.003|-0.005;0.026;0.001;0.007|-0.002;0.050;0.002;0.001|-0.003;0.033;0.005;0.010|-0.003;0.038;0.001;0.010|-0.001;0.024;0.001;0.018|0.007;0.036;0.000;0.017|0.005;0.027;-0.000;0.001|0.006;0.082;-0.000;0.001|0.020;0.154;0.000;0.001|0.021;0.095;0.000;-0.001|0.025;0.101;0.001;-0.002|0.047;0.040;-0.000;-0.001|0.037;0.050;-0.001;-0.002|0.060;0.066;-0.001;-0.003,0.012|-0.027|-0.042|-0.064|-0.029|0.008|0.098|-0.311|0.256|0.078|0.024|0.010|0.043|-0.045|0.033|0.007|0.003|-0.001|-0.000|0.031,0.72|0.79|0.75|0.15|-0.30|-0.52|-0.53|-0.55|-0.33|-0.55|-0.54|-0.32|-0.12|-0.19|-0.06|0.10|0.38|0.57|1.10|1.19,0.2.9-dev
